Key,Source,Context,Changes,English,Koreana
modGunShotgunPartsUniqueDesc,item_modifiers,mod,,"Unique modification, increases the durability of shotgun by [DECEA3]240%[-], also by [DECEA3]30%[-] increases weapon handling skill",독특한 수정으로 산탄총의 내구성이 [DECEA3]240%[-] 증가하고 무기 취급 기술이 [DECEA3]30%[-] 증가합니다.
modGunForegripImp,item_modifiers,mod,,[DECEA3]Improved[-] Fore Grip Mod,[DECEA3]개선됨[-] 포어 그립 모드
modGunForegripImpDesc,item_modifiers,mod,,"Thanks to the improvement, significantly improved control and accuracy when firing a firearm from the hip or while moving",개선 덕분에 엉덩이에서 총기를 발사하거나 이동 중에 총기를 발사할 때 제어력과 정확도가 크게 향상되었습니다.
modGunForegripUnique,item_modifiers,mod,,[FFB800]Unique[-] Fore Grip Mod,[FFB800]유니크[-] 포어 그립 모드
modGunForegripUniqueDesc,item_modifiers,mod,,"Unique modification, significantly improved control and accuracy when firing a firearm from the hip or while moving",독특한 수정으로 엉덩이에서 총기를 발사하거나 이동하는 동안 제어 및 정확도가 크게 향상되었습니다.
modGunBipodImp,item_modifiers,mod,,[DECEA3]Improved[-] Bipod Mod,[DECEA3]개선됨[-] 양각대 모드
modGunBipodImpDesc,item_modifiers,mod,,"Thanks to the improvement, it significantly increases weapon accuracy and controllability when aiming.",개선 덕분에 조준 시 무기 정확도와 조종성이 크게 향상되었습니다.
modGunBipodUnique,item_modifiers,mod,,[FFB800]Unique[-] Bipod Mod,[FFB800]고유한[-] 양각대 모드
modGunBipodUniqueDesc,item_modifiers,mod,,"Unique modification, it significantly increases weapon accuracy and controllability when aiming.",독특한 수정으로 조준 시 무기 정확도와 조종성이 크게 향상됩니다.
modGunSoundSuppressorSilencerImp,item_modifiers,mod,,[DECEA3]Improved[-] Silencer Mod,[DECEA3]개선됨[-] 소음기 모드
modGunSoundSuppressorSilencerImpDesc,item_modifiers,mod,,"Thanks to the improvement, it significantly reduces the volume of the shot, while the maximum range and damage are slightly reduced. The damage bonus from stealth is increased by [DECEA3]50%[-]","개선으로 인해 탄의 볼륨이 크게 줄어들고, 최대 사거리와 데미지가 소폭 감소됩니다. 은신으로 인한 피해 보너스가 [DECEA3]50%[-]만큼 증가합니다."
modGunSoundSuppressorSilencerUnique,item_modifiers,mod,,[FFB800]Unique[-] Silencer Mod,[FFB800]고유[-] 소음기 모드
modGunSoundSuppressorSilencerUniqueDesc,item_modifiers,mod,,"Unique modification, it significantly reduces the volume of the shot, while the maximum firing range is increased by [DECEA3]10%[-]. The damage bonus from stealth is increased by [DECEA3]150%[-]",독특한 수정으로 사격량을 크게 줄이는 동시에 최대 발사 범위를 [DECEA3]10%[-] 늘립니다. 은신으로 인한 피해 보너스가 [DECEA3]150%[-]만큼 증가합니다.
modGunBoosterExp,item_modifiers,mod,,[FF6666]Experimental[-] Gun Booster Mod,[FF6666]실험적[-] 건 부스터 모드
modGunBoosterExpDesc,item_modifiers,mod,,"An experimental modification. Increases the rate of fire of automatic weapons by [DECEA3]25%[-].\n\nWhen activated, [DECEA3][ F ][-] additionally increases the rate of fire and breakage rate of weapons by [DECEA3]25%[-].",실험적인 수정. [DECEA3][ F ][-]로 활성화하면 발사 속도가 [DECEA3]50%[-] 증가하지만 무기 마모도 크게 증가합니다.
modGunBoosterUnique,item_modifiers,mod,,[FFB800]Unique[-] Gun Booster Mod,[FFB800]독특한[-] 총 부스터 모드
modGunBoosterUniqueDesc,item_modifiers,mod,,"Unique modification. Increases the rate of fire of automatic weapons by [DECEA3]50%[-].\n\nWhen activated, [DECEA3][ F ][-] additionally increases the rate of fire and breakage rate of weapons by [DECEA3]50%[-].",고유 수정은 [DECEA3][ F ][-] 활성화 시 발사 속도를 [DECEA3]2배[-]만큼 증가시키지만 무기 고장률도 크게 증가시킵니다.
modGunDamageAccumulatorExp,item_modifiers,mod,,[FF6666]Experimental[-] Damage Accumulator Mod,[FF6666]실험적[-] 데미지 누적 모드
modGunDamageAccumulatorExpDesc,item_modifiers,mod,,"Experimental modification.\nAfter every [DECEA3]6-th[-] shot, subsequent shots have a [DECEA3]50%[-] chance to deal [DECEA3]200%[-] damage.",실험적 수정.\n모든 [DECEA3]6번째[-] 사격 후 후속 사격은 [DECEA3]50%[-] 확률로 [DECEA3]200%[-] 피해를 입힙니다.
modGunDamageAccumulatorUnique,item_modifiers,mod,,[FFB800]Unique[-] Damage Accumulator Mod,[FFB800]고유[-] 데미지 누적 모드
modGunDamageAccumulatorUniqueDesc,item_modifiers,mod,,"Unique modification.\nAfter every [DECEA3]4-th[-] shot, subsequent shots have a [DECEA3]50%[-] chance to deal [DECEA3]400%[-] damage.",고유한 수정 사항입니다.\n모든 [DECEA3]4번째[-] 사격 후 후속 사격은 [DECEA3]50%[-] 확률로 [DECEA3]400%[-] 피해를 입힙니다.
modTurretPartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Turret Parts Mod,[DECEA3]개선됨[-] 터렛 부품 모드
modTurretPartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the health of robotic hammers and automated turrets by [DECEA3]50%[-]",개선 덕분에 로봇 망치와 자동 포탑의 체력이 [DECEA3]50%[-] 증가합니다.
modTurretPartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Turret Parts Mod,[FFB800]고유[-] 포탑 부품 모드
modTurretPartsUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the health of robotic hammers and automated turrets by [DECEA3]100%[-]",개선 덕분에 로봇 망치와 자동 포탑의 체력이 [DECEA3]100%[-] 증가합니다.
modReactorAmplifierImp,item_modifiers,mod,,[DECEA3]Improved[-] Reactor Amplifier Mod,[DECEA3]개선된[-] 리액터 증폭기 모드
modReactorAmplifierImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the attack speed of the hammer by [DECEA3]50%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",개선 덕분에 해머의 공격 속도가 [DECEA3]50%[-] 증가합니다.\n\n[DECEA3]리액터 해머에만 설치됩니다.[-]
modReactorAmplifierUnique,item_modifiers,mod,,[FFB800]Unique[-] Reactor Amplifier Mod,[FFB800]독특한[-] 리액터 증폭기 모드
modReactorAmplifierUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the hammer's attack speed by [DECEA3]100%[-], and also greatly increases the chance of knocking down and the knockback range.\n\n[DECEA3]Installed only in the reactor hammer.[-]","개선 덕분에 해머의 공격 속도가 [DECEA3]100%[-] 증가하고, 넉다운 확률과 넉백 범위도 대폭 증가합니다.\n\n[DECEA3]리액터 해머에만 설치됩니다.[-]"
modHeavyTipImp,item_modifiers,mod,,[DECEA3]Improved[-] Heavy Tip Mod,[DECEA3]개선됨[-] 헤비 팁 모드
modHeavyTipImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]100%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",개선으로 인해 해머 데미지가 [DECEA3]100%[-] 증가합니다.\n\n[DECEA3]리액터 해머에만 장착됩니다.[-]
modHeavyTipUnique,item_modifiers,mod,,[FFB800]Unique[-] Heavy Tip Mod,[FFB800]고유[-] 헤비 팁 모드
modHeavyTipUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]200%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",개선으로 인해 해머 데미지가 [DECEA3]200%[-] 증가합니다.\n\n[DECEA3]리액터 해머에만 장착됩니다.[-]
modHugeSupplyImp,item_modifiers,mod,,[DECEA3]Improved[-] Huge Supply Mod,[DECEA3]개선됨[-] 대규모 공급 모드
modHugeSupplyImpDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]3[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]",개선 덕분에 탄창 크기가 [DECEA3]3[-]배 증가하지만 재장전 시간도 훨씬 길어집니다.\n\n[DECEA3]개량된 자동 포탑에만 설치됩니다.[-]
modHugeSupplyUnique,item_modifiers,mod,,[FFB800]Unique[-] Huge Supply Mod,[FFB800]고유[-] 대규모 공급 모드
modHugeSupplyUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]6[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]",개선 덕분에 탄창 크기가 [DECEA3]6[-]배 증가하지만 재장전 시간도 훨씬 길어집니다.\n\n[DECEA3]개량된 자동 포탑에만 설치됩니다.[-]
modVehicleSuperChargerImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Super Charger Mod,[DECEA3]개선된[-] 차량 슈퍼차저 모드
modVehicleSuperChargerImpDesc,item_modifiers,mod,,"Thanks to the improvement, the acceleration and maximum speed of the vehicle are increased by [DECEA3]30%[-]",개선으로 인해 차량의 가속력과 최고 속도가 [DECEA3]30%[-] 증가합니다.
modVehicleSuperChargerUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Super Charger Mod,[FFB800]독특한[-] 차량 슈퍼차저 모드
modVehicleSuperChargerUniqueDesc,item_modifiers,mod,,A unique modification that allows you to increase the acceleration and maximum speed of the vehicle by [DECEA3]60%[-],차량의 가속도와 최대 속도를 [DECEA3]60%[-] 증가시킬 수 있는 독특한 개조입니다.
modReactorAcceleratorExp,item_modifiers,mod,,[FF6666]Experimental[-] Reactor accelerator Mod,[FF6666]실험적[-] 원자로 가속기 모드
modReactorAcceleratorExpDesc,item_modifiers,mod,,"A portable reactor can not only power any network, but also significantly increase the power of any engine. Installing such a modification on an [DECEA3]gyrocopter[-] will increase its speed several times, but it also requires twice as much fuel.",휴대용 원자로는 모든 네트워크에 전력을 공급할 수 있을 뿐만 아니라 모든 엔진의 출력을 크게 높일 수도 있습니다. [DECEA3]자이로콥터[-]에 이러한 개조를 설치하면 속도가 몇 배로 증가하지만 연료도 두 배나 필요합니다.
modVehicleFuelSaverImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Fuel Saver Mod,[DECEA3]개선됨[-] 차량 연료 절약 모드
modVehicleFuelSaverImpDesc,item_modifiers,mod,,Significantly reduces vehicle fuel consumption.,차량 연료 소비를 대폭 줄입니다.
modVehicleReserveFuelTankImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Reserve Fuel Tank Mod,[DECEA3]개선됨[-] 차량 예비 연료 탱크 모드
modVehicleReserveFuelTankImpDesc,item_modifiers,mod,,Significantly increases the vehicle's fuel capacity,차량의 연료 용량을 대폭 증가시킵니다.
modVehicleFuelSystemUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Advanced Fuel System Mod,[FFB800]독특한[-] 차량 고급 연료 시스템 모드
modVehicleFuelSystemUniqueDesc,item_modifiers,mod,,"A unique modification that allows you to reduce fuel consumption by [DECEA3]80%[-], and also increases the fuel reserve by [DECEA3]200%[-]",연료 소비량을 [DECEA3]80%[-] 줄이고 연료 비축량을 [DECEA3]200%[-] 늘릴 수 있는 독특한 개조입니다.
modVehiclePlowUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Plow Mod,[FFB800]독특한[-] 차량 잔인한 쟁기 모드
modVehiclePlowUniqueDesc,item_modifiers,mod,,A heavy-duty plow for a [DECEA3]4x4 truck[-]. Hundreds of zombies have left their marks on it.\n\nReduces damage taken from objects hitting the front of the [DECEA3]4x4 truck[-]. Significantly increases damage to blocks and creatures.,[DECEA3]4x4 트럭[-]용 대형 쟁기입니다. 수백 마리의 좀비가 그 위에 흔적을 남겼습니다.\n\n[DECEA3]4x4 트럭[-]의 앞쪽에 부딪히는 물체로부터 받는 피해를 줄입니다. 블록과 생물에 대한 피해가 크게 증가합니다.
modVehicleArmorImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Armor Mod,[DECEA3]개선됨[-] 차량 방어구 모드
modVehicleArmorImpDesc,item_modifiers,mod,,"Thanks to the upgrade, it significantly reduces the damage received when objects hit the front of the vehicle and also increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].",업그레이드 덕분에 물체가 차량 앞쪽에 부딪힐 때 받는 피해가 크게 줄어들고 블록과 생물에 대한 피해도 증가합니다.\n[DECEA3]오토바이[-] 또는 [DECEA3]자이로콥터[-]에 설치됩니다.
modVehicleArmorUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Armor Mod,[FFB800]고유[-] 차량 잔혹 방어구 모드
modVehicleArmorUniqueDesc,item_modifiers,mod,,A unique modification that significantly reduces damage received when objects hit the front of the vehicle and also significantly increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].,물체가 차량 앞쪽에 부딪힐 때 받는 피해를 크게 줄이고 블록과 생물에 대한 피해를 크게 증가시키는 독특한 수정입니다.\n[DECEA3]오토바이[-] 또는 [DECEA3]자이로콥터[-]에 설치됩니다.
buffJetPackReloadName,buffs,buff,,Recharging the jetpack,제트팩 재충전하기
buffJetPackReloadTooltip,buffs,buff,,Your jetpack is on recharge,제트팩이 충전 중입니다
buffJetPackReloadIncDesc,buffs,Buff,,"Your jetpack is recharging.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nWait until the recharge is complete before using it again.\n\n[DECEA3]Duration: {cvar(.JetPackReload:0)} seconds[-]",제트팩이 재충전 중입니다.\n[DECEA3]편리한 점프[-] 능력이 활성화되었습니다. 파쿠르 스킬 보너스는 첫 번째 점프에 적용되지 않지만 [DECEA3]1.2[-]초 내의 다음 점프는 전체 보너스를 받게 됩니다.\n다시 사용하기 전에 재충전이 완료될 때까지 기다리십시오.\n\n[DECEA3]지속 시간: {cvar(.JetPackReload:0)}초[-]
buffJetPackNormalName,buffs,buff,,JetPack [DECEA3]OFF[-],제트팩 [DECEA3]끄기[-]
buffJetPackNormalTooltip,buffs,buff,,Your jetpack is disabled,제트팩이 비활성화되었습니다
buffJetPackNormalIncDesc,buffs,Buff,,"Your jetpack is disabled.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nYou must activate it to use jump boosts.\n\nIn this mode, stamina consumption when jumping is reduced by [DECEA3]30%[-]",제트팩이 비활성화되었습니다.\n[DECEA3]편리한 점프[-] 능력이 활성화되었습니다. 파쿠르 스킬 보너스는 첫 번째 점프에 적용되지 않지만 [DECEA3]1.2[-]초 내의 다음 점프는 전체 보너스를 받게 됩니다.\n점프 부스트를 사용하려면 활성화해야 합니다.\n\n이 모드에서는 점프 시 체력 소모가 [DECEA3]30%[-]만큼 감소합니다.
buffJetPackBoostName,buffs,buff,,JetPack [DECEA3]ON[-],제트팩 [DECEA3]켜기[-]
buffJetPackBoostTooltip,buffs,buff,,Your jetpack is active,제트팩이 활성화되었습니다
buffJetPackBoostIncDesc,buffs,Buff,,"Your jetpack is active. Your next jump will be boosted by [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]After a boosted jump, your jetpack will go on recharge. Be careful not to break your legs.[-]",귀하의 제트팩이 활성화되었습니다. 다음 점프는 [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]부스트 점프 후 제트팩이 재충전됩니다. 다리가 부러지지 않도록 조심하세요.[-]
buffMotorBoosterName,buffs,buff,,Tool Booster,툴 부스터
buffMotorBoosterTooltip,buffs,buff,,tool boost mode active,도구 부스트 모드 활성화
buffMotorBoosterIncDesc,buffs,Buff,,"Active mode [DECEA3]doubles work speed[-]\nAt the same time, the tool's breakage rate is increased by [DECEA3]100%[-].",활성 모드 [DECEA3]는 작업 속도를 두 배로 늘립니다[-]\n동시에 공구 파손율은 [DECEA3]100%[-]만큼 증가합니다.
buffGunBooster1Name,buffs,buff,,[FF6666]Experimental[-] Gun Booster,[FF6666]실험적[-] 건 부스터
buffGunBooster1Tooltip,buffs,buff,,gun boost mode active,총 부스트 모드 활성화
buffGunBooster1Desc,buffs,Buff,,"Active mode increases the rate of fire by [DECEA3]50%[-]\nAt the same time, the rate of weapon breakdown is significantly increased",활성 모드는 발사 속도를 [DECEA3]50%[-]만큼 증가시킵니다.\n동시에 무기 고장 속도도 크게 증가합니다.
buffGunBooster2Name,buffs,buff,,[FFB800]Unique[-] Gun Booster,[FFB800]유니크[-] 건 부스터
buffGunBooster2Tooltip,buffs,buff,,gun boost mode active,총 부스트 모드 활성화
