Key,Source,Context,Changes,English,French
RareSamples10Offer,Quest,Quest Info,,"[FFB800]Chapter 10. Big threat[-]\n\n«You are simply a hero. How you managed to survive after all this, for me personally, remains a mystery. In any case, your merits are undeniable and very soon we will be able to secure the Quarantine Zone as much as possible. Of course, clearing the entire zone requires a lot of time and effort. But now there is one last task for you. We are hearing rumors about the appearance of huge creatures - Carriers. Kill one of them and we will be able to understand a lot about what is happening with the virus now.» [DECEA3]- Adel[-]","[FFB800]Chapitre 10. Grande menace[-]\n\n« Vous êtes simplement un héros. Comment avez-vous réussi à survivre après tout cela, pour moi personnellement, reste un mystère. Dans tous les cas, vos mérites sont indéniables et très prochainement nous pourrons sécuriser au maximum la Zone de Quarantaine. Bien entendu, nettoyer toute la zone demande beaucoup de temps et d’efforts. Mais il vous reste maintenant une dernière tâche à accomplir. Nous entendons des rumeurs sur l'apparition d'énormes créatures - les porteurs. Tuez-en un et nous pourrons désormais comprendre beaucoup de choses sur ce qui se passe avec le virus.» [DECEA3]- Adel[-]"
RareSamples10Desc,Quest,Quest Info,,"[FFB800]Chapter 10. Big threat[-]\n\n«You are simply a hero. How you managed to survive after all this, for me personally, remains a mystery. In any case, your merits are undeniable and very soon we will be able to secure the Quarantine Zone as much as possible. Of course, clearing the entire zone requires a lot of time and effort. But now there is one last task for you. We are hearing rumors about the appearance of huge creatures - Carriers. Kill one of them and we will be able to understand a lot about what is happening with the virus now.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Chapitre 10. Grande menace[-]\n\n« Vous êtes simplement un héros. Comment avez-vous réussi à survivre après tout cela, pour moi personnellement, reste un mystère. Dans tous les cas, vos mérites sont indéniables et très prochainement nous pourrons sécuriser au maximum la Zone de Quarantaine. Bien entendu, nettoyer toute la zone demande beaucoup de temps et d’efforts. Mais il vous reste maintenant une dernière tâche à accomplir. Nous entendons des rumeurs sur l'apparition d'énormes créatures - les porteurs. Tuez-en un et nous pourrons désormais comprendre beaucoup de choses sur ce qui se passe avec le virus.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
questRewardPistolBundleT1,items,Item,,Pistol Bundle,Lot de pistolets
questRewardPistolBundleT1Desc,items,Item,,A Pistol and some 9 mm ammo,Un pistolet et quelques munitions de 9 mm
questRewardShotgunBundleT1,items,Item,,Double Barrel Shotgun Bundle,Lot de fusils de chasse à double canon
questRewardShotgunBundleT1Desc,items,Item,,A Double Barrel Shotgun and some shells,Un fusil à double canon et quelques obus
questRewardRifleBundletT1,items,Item,,Hunting Rifle Bundle,Pack de fusils de chasse
questRewardRifleBundletT1Desc,items,Item,,A Hunting Rifle and some 7.62 mm ammo,"Un fusil de chasse et quelques munitions de 7,62 mm"
questRewardMachineGunBundleT1,items,Item,,AK-47 Bundle,Lot AK-47
questRewardMachineGunBundleT1Desc,items,Item,,An AK-47 and some 7.62 mm ammo,"Un AK-47 et quelques munitions de 7,62 mm"
questRewardPistolBundleT2,items,Item,,Magnum Bundle,Pack Magnum
questRewardPistolBundleT2Desc,items,Item,,A Magnum and some .44 mm ammo,Un Magnum et quelques munitions de .44 mm
questRewardShotgunBundleT2,items,Item,,Pump Shotgun Bundle,Lot de fusils à pompe
questRewardShotgunBundleT2Desc,items,Item,,A Pump Shotgun and some shells,Un fusil à pompe et quelques obus
questRewardRifleBundletT2,items,Item,,Lever Action Rifle Bundle,Pack de fusils à levier
questRewardRifleBundletT2Desc,items,Item,,A Lever Action Rifle and some 7.62 mm ammo,"Un fusil à levier et quelques munitions de 7,62 mm"
questRewardMachineGunBundleT2,items,Item,,Tactical Assault Rifle Bundle,Pack de fusil d'assaut tactique
questRewardMachineGunBundleT2Desc,items,Item,,A Tactical Assault Rifle and some 7.62 mm ammo,"Un fusil d'assaut tactique et quelques munitions de 7,62 mm"
questRewardPistolBundleT3,items,Item,,SMG-5 Bundle,Pack SMG-5
questRewardPistolBundleT3Desc,items,Item,,A SMG-5 and some 9 mm ammo,Un SMG-5 et quelques munitions de 9 mm
questRewardShotgunBundleT3,items,Item,,Auto Shotgun Bundle,Pack de fusils de chasse automatiques
questRewardShotgunBundleT3Desc,items,Item,,An Auto Shotgun and some shells,Un fusil de chasse automatique et quelques obus
questRewardRifleBundletT3,items,Item,,Sniper Rifle Bundle,Lot de fusils de précision
questRewardRifleBundletT3Desc,items,Item,,A Sniper Rifle and some 7.62 mm ammo,"Un fusil de précision et des munitions de 7,62 mm"
questRewardMachineGunBundleT3,items,Item,,M60 Bundle,Pack M60
questRewardMachineGunBundleT3Desc,items,Item,,An M60 and some 7.62 mm ammo,"Un M60 et quelques munitions de 7,62 mm"
questRewardKnucklesImpT4,items,Item,,Knuckles [DECEA3]Improved[-] Bundle,Knuckles [DECEA3]Amélioré[-] Bundle
questRewardKnucklesImpT4Desc,items,Item,,Improved [DECEA3]Knuckles[-].,Amélioration de [DECEA3]Jointures[-].
questRewardClubImpBundleT4,items,Item,,Club [DECEA3]Improved[-] Bundle,Club [DECEA3]Pack amélioré[-]
questRewardClubImpBundleT4Desc,items,Item,,A Club [DECEA3]Improved[-],Un club [DECEA3]Amélioré[-]
questRewardSpearImpBundleT4,items,Item,,Spear [DECEA3]Improved[-] Bundle,Lance [DECEA3]Pack amélioré[-]
questRewardSpearImpBundleT4Desc,items,Item,,A Spear [DECEA3]Improved[-],Une lance [DECEA3]Amélioré[-]
questRewardPlasmaBatonBundletT4,items,Item,,Plasma Baton [DECEA3]Improved[-] Bundle,Baton à plasma [DECEA3]Amélioré[-] Bundle
questRewardPlasmaBatonBundletT4Desc,items,Item,,A Plasma Baton [DECEA3]Improved[-],Un bâton à plasma [DECEA3]Amélioré[-]
questRewardMacheteImpBundleT4,items,Item,,Machete [DECEA3]Improved[-] Bundle,Machette [DECEA3]Pack amélioré[-]
questRewardMacheteImpBundleT4Desc,items,Item,,Machete [DECEA3]Improved[-],Machette [DECEA3]Amélioré[-]
questRewardSledgehammerImpT4,items,Item,,Bundle: Sledgehammer [DECEA3]Improved[-],Bundle : Marteau [DECEA3]Amélioré[-]
questRewardSledgehammerImpT4Desc,items,Item,,Contains an [DECEA3]Improved[-] sledgehammer.,Contient un marteau [DECEA3]Amélioré[-].
questRewardSledgehammerDestructorT6,items,Item,,Bundle: [FFB800]«Destructor»[-],Bundle : [FFB800]« Destructeur »[-]
questRewardSledgehammerDestructorT6Desc,items,Item,,Contains the legendary [FFB800]«Destructor»[-] Sledgehammer.,Contient le légendaire [FFB800]« Destructeur »[-] Sledgehammer.
questRewardPistolBundleT5,items,Item,,SMG-5 [DECEA3]Improved[-] Bundle,Pack SMG-5 [DECEA3]Amélioré[-]
questRewardPistolBundleT5Desc,items,Item,,A SMG-5 [DECEA3]Improved[-] and some 9 mm ammo,Un SMG-5 [DECEA3]Amélioré[-] et quelques munitions de 9 mm
questRewardShotgunBundleT5,items,Item,,Auto Shotgun [DECEA3]Improved[-] Bundle,Fusil à pompe automatique [DECEA3]Pack amélioré[-]
questRewardShotgunBundleT5Desc,items,Item,,An Auto Shotgun [DECEA3]Improved[-] and some shells,Un fusil de chasse automatique [DECEA3]Amélioré[-] et quelques obus
questRewardRifleBundletT5,items,Item,,Sniper Rifle [DECEA3]Improved[-] Bundle,Fusil de précision [DECEA3]Pack amélioré[-]
questRewardRifleBundletT5Desc,items,Item,,A Sniper Rifle [DECEA3]Improved[-] and some 7.62 mm ammo,"Un fusil de précision [DECEA3]Amélioré[-] et quelques munitions de 7,62 mm"
questRewardMachineGunBundleT5,items,Item,,M60 [DECEA3]Improved[-] Bundle,M60 [DECEA3]Amélioré[-] Bundle
questRewardMachineGunBundleT5Desc,items,Item,,An M60 [DECEA3]Improved[-] and some 7.62 mm ammo,"Un M60 [DECEA3]Amélioré[-] et quelques munitions de 7,62 mm"
questRewardMacheteIndianaT6,items,Item,,Machete [FFB800]Indiana[-] Bundle,Machette [FFB800]Indiana[-] Bundle
questRewardMacheteIndianaT6Desc,items,Item,,Machete [FFB800]Indiana[-] and repair kit for it,Machette [FFB800]Indiana[-] et kit de réparation pour celle-ci
questRewardMausClawsT6,items,Item,,Knuckles [FFB800]Mouse Claws[-],Jointures [FFB800]Griffes de souris[-]
questRewardMausClawsT6Desc,items,Item,,Knuckles [FFB800]Mouse Claws[-] and repair kit for it,Knuckles [FFB800]Griffes de souris[-] et kit de réparation pour celui-ci
questRewardKnucklesDestructorT6,items,Item,,Knuckles [FFB800]«Destructor»[-],Knuckles [FFB800]«Destructeur»[-]
questRewardKnucklesDestructorT6Desc,items,Item,,Knuckles [FFB800]«Destructor»[-] and repair kit for them,Knuckles [FFB800]«Destructor»[-] et kit de réparation pour ceux-ci
questRewardSpearCombistickT6,items,Item,,Spear [FFB800]Combistick[-],Lance [FFB800]Combistick[-]
questRewardSpearCombistickT6Desc,items,Item,,Spear [FFB800]Combistick[-] and repair kit for it,Lance [FFB800]Combistick[-] et kit de réparation pour celle-ci
questRewardAxeBarbarianT6,items,Item,,Axe [FFB800]Barbarian[-] Bundle,Hache [FFB800]Barbare[-] Bundle
questRewardAxeBarbarianT6Desc,items,Item,,Axe [FFB800]Barbarian[-] and repair kit for it,Hache [FFB800]Barbarian[-] et kit de réparation pour celle-ci
questRewardPistolBundleT6,items,Item,,SMG-5 [FFB800]Zinger[-] Bundle,Pack SMG-5 [FFB800]Zinger[-]
questRewardPistolBundleT6Desc,items,Item,,"SMG-5 [FFB800]Zinger[-], Improved Ammo and Repair Kit","SMG-5 [FFB800]Zinger[-], kit de munitions et de réparation amélioré"
questRewardShotgunBundleT6,items,Item,,Auto Shotgun [FFB800]Eraser[-] Bundle,Fusil à pompe automatique [FFB800]Gomme[-] Bundle
questRewardShotgunBundleT6Desc,items,Item,,"Auto Shotgun [FFB800]Eraser[-], Improved Ammo and Repair Kit","Fusil de chasse automatique [FFB800]Gomme[-], munitions améliorées et kit de réparation"
questRewardRifleBundletT6,items,Item,,Sniper Rifle [FFB800]Gaus[-] Bundle,Fusil de précision [FFB800]Gaus[-] Bundle
questRewardRifleBundletT6Desc,items,Item,,"Sniper Rifle [FFB800]Gaus[-], Improved Ammo and Repair Kit","Fusil de précision [FFB800]Gaus[-], munitions améliorées et kit de réparation"
questRewardMachineGunBundleT6,items,Item,,Machine Gun [FFB800]Bulldog[-] Bundle,Lot de mitrailleuse [FFB800]Bulldog[-]
questRewardMachineGunBundleT6Desc,items,Item,,"Machine Gun [FFB800]Bulldog[-], Improved Ammo and Repair Kit","Mitrailleuse [FFB800]Bulldog[-], munitions améliorées et kit de réparation"
questRewardPistolBundleT7,items,Item,,[F0B18A]Unique[-] SMG-5 [FFB800]Zinger[-] Bundle,[F0B18A]Pack unique[-] SMG-5 [FFB800]Zinger[-]
questRewardPistolBundleT7Desc,items,Item,,"Random [F0B18A]Unique[-] SMG-5 [FFB800]Zinger[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit","Aléatoire [F0B18A]Unique[-] SMG-5 [FFB800]Zinger[-], [5AFF75](Uranium appauvri)[-] munitions et kit de réparation"
questRewardShotgunBundleT7,items,Item,,[F0B18A]Unique[-] Auto Shotgun [FFB800]Eraser[-] Bundle,[F0B18A]Unique[-] Fusil à pompe automatique [FFB800]Gomme[-] Bundle
questRewardShotgunBundleT7Desc,items,Item,,"Random [F0B18A]Unique[-] Auto Shotgun [FFB800]Eraser[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit","Aléatoire [F0B18A]Unique[-] Fusil automatique [FFB800]Gomme[-], [5AFF75](Uranium appauvri)[-] munitions et kit de réparation"
questRewardRifleBundletT7,items,Item,,[F0B18A]Unique[-] Sniper Rifle [FFB800]Gaus[-] Bundle,[F0B18A]Unique[-] Fusil de précision [FFB800]Gaus[-] Bundle
questRewardRifleBundletT7Desc,items,Item,,"Random [F0B18A]Unique[-] Sniper Rifle [FFB800]Gaus[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit","Aléatoire [F0B18A]Unique[-] Fusil de précision [FFB800]Gaus[-], [5AFF75](Uranium appauvri)[-] munitions et kit de réparation"
questRewardMachineGunBundleT7,items,Item,,[F0B18A]Unique[-] Machine Gun [FFB800]Bulldog[-] Bundle,[F0B18A]Unique[-] Mitrailleuse [FFB800]Bulldog[-] Bundle
questRewardMachineGunBundleT7Desc,items,Item,,"Random [F0B18A]Unique[-] Machine Gun [FFB800]Bulldog[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit","Aléatoire [F0B18A]Unique[-] Mitrailleuse [FFB800]Bulldog[-], [5AFF75](Uranium appauvri)[-] munitions et kit de réparation"

===
=== Z_SuperElixirs ===
===


foodT5-1,progression,Attribute,,Tier 5: Super Elixir: Quest Runner,Niveau 5 : Super Elixir : Quest Runner
foodT5-2,progression,Attribute,,Tier 5: Super Elixir: Melee Master,Niveau 5 : Super Elixir : Maître de mêlée
foodT5-3,progression,Attribute,,Tier 5: Super Elixir: Master Miner,Niveau 5 : Super Elixir : Maître Mineur
foodT5-4,progression,Attribute,,Tier 5: Super Elixir: Master of Trade,Niveau 5 : Super Elixir : Maître du Commerce
foodT5-5,progression,Attribute,,Tier 5: Super Elixir: Horde Expert,Niveau 5 : Super Elixir : Expert de la Horde
superElixirTradeMaster,items,item,,[DECEA3]Super Elixir:[-] Master of Trade,[DECEA3]Super Elixir :[-] Maître du Commerce
superElixirTradeMasterDesc,items,item,,You get the most out of trading.\nApplies buffs to the character:\nGrandpa's Elixir for Study\nGrandpa's Awesome Sauce\nSugar Butts\nPumpkin Cheesecake\n\nBase duration of all buffs: [DECEA3]7 minutes[-]\n[DECEA3]This elixir is crafted on the Kitchen Stove.[-],Vous tirez le meilleur parti du commerce.\nApplique les buffs au personnage :\nÉlixir de grand-père pour étudier\nSauce géniale de grand-père\nBouts de sucre\nGâteau au fromage à la citrouille\n\nDurée de base de tous les buffs : [DECEA3]7 minutes[-]\n[DECEA3]Cet élixir est fabriqué sur la cuisinière.[-]
