Key,Source,Context,Changes,English,Brazilian
expActivity_PreDesc,items,Request,,"«Large hordes of zombies can be terrifying, but I'm sure there are those willing to deal with them, for a price, of course. But I'll tell you right away: all the gear and equipment is on you. I'll only be providing the mercenaries themselves. I think five will be enough. As soon as you've saved up enough dukes for an advance, let me know, I'll find some reliable people.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]80%[-]\nDuration: [DECEA3]60 minutes[-]","«Grandes hordas de zumbis podem ser aterrorizantes, mas tenho certeza de que há quem esteja disposto a lidar com eles, por um preço, é claro. Mas já vou te dizer: todo o equipamento e equipamentos ficam por sua conta. Fornecerei apenas os próprios mercenários. Acho que cinco serão suficientes. Assim que você tiver economizado duques suficientes para um adiantamento, me avise, encontrarei pessoas confiáveis.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]80%[-]\nDuração: [DECEA3]60 minutos[-]"
expActivity_Start,items,Resources,,[FFFF00]Expedition[-] Increased Activity [DECEA3]Execution[-],[FFFF00]Expedição[-] Aumento de atividade [DECEA3]Execução[-]
expActivity_StartDesc,items,Request,,"«So, the team is assembled and the gear is delivered. We're ready to begin. I'm sending out the expedition. When they're finished, you can pick up whatever they find from any trader.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]80%[-]\nDuration: [DECEA3]60 minutes[-]","«Então, a equipa está montada e o equipamento entregue. Estamos prontos para começar. Estou enviando a expedição. Quando eles terminarem, você poderá pegar o que encontrarem em qualquer comerciante.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]80%[-]\nDuração: [DECEA3]60 minutos[-]"
expInfection_Pre,items,Resources,,Infection Foci [FFA032]Expedition[-],Focos de infecção [FFA032]Expedição[-]
expInfection_PreDesc,items,Request,,"«The zombie population is growing. The outbreaks are popping up one after another. It would be nice to put a stop to this. It's certainly dangerous, but there's good loot to be found. I'll tell you right away that all the gear and equipment is on you. I'll just need the mercenaries themselves. I think I'll need seven. As soon as you've saved up enough dukes for an advance, let me know, I'll find some reliable people.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]60%[-]\nDuration: [DECEA3]90 minutes[-]","«A população zumbi está crescendo. Os surtos estão surgindo um após o outro. Seria bom acabar com isso. Certamente é perigoso, mas há bons itens para serem encontrados. Direi imediatamente que todo o equipamento e equipamentos ficam por sua conta. Só vou precisar dos próprios mercenários. Acho que vou precisar de sete. Assim que você tiver economizado duques suficientes para um adiantamento, me avise, encontrarei pessoas confiáveis.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]60%[-]\nDuração: [DECEA3]90 minutos[-]"
expInfection_Start,items,Resources,,[FFA032]Expedition[-] Infection Foci [DECEA3]Execution[-],[FFA032]Expedição[-] Focos de Infecção [DECEA3]Execução[-]
expInfection_StartDesc,items,Request,,"«So, the team is assembled and the gear is delivered. We're ready to begin. I'm sending out the expedition. When they're finished, you can pick up whatever they find from any trader.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]60%[-]\nDuration: [DECEA3]90 minutes[-]","«Então, a equipa está montada e o equipamento entregue. Estamos prontos para começar. Estou enviando a expedição. Quando eles terminarem, você poderá pegar o que encontrarem em qualquer comerciante.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]60%[-]\nDuração: [DECEA3]90 minutos[-]"
expDeadzone_Pre,items,Resources,,Dead Zone [FF1400]Expedition[-],Zona Morta [FF1400]Expedição[-]
expDeadzone_PreDesc,items,Request,,"«Almost no one goes into the wasteland's dead zone. It's practically a one-way ticket. The chance of bringing back any reward is minimal. But if they make it back, I think the reward will be worth any investment. I'll try to find people for this mission. But let me tell you right away: all the gear and equipment is on you. I'll only need the mercenaries themselves. I think I'll need at least [DECEA3]10[-] men. As soon as you've saved up enough dukes for an advance, let me know, and I'll find reliable people.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]40%[-]\nDuration: [DECEA3]120 minutes[-]","«Quase ninguém entra na zona morta do deserto. É praticamente uma passagem só de ida. A chance de trazer de volta qualquer recompensa é mínima. Mas se conseguirem voltar, acho que a recompensa valerá qualquer investimento. Tentarei encontrar pessoas para esta missão. Mas deixe-me dizer imediatamente: todo o equipamento e equipamentos ficam por sua conta. Só precisarei dos próprios mercenários. Acho que vou precisar de pelo menos [DECEA3]10[-] homens. Assim que você tiver economizado duques suficientes para um adiantamento, me avise e encontrarei pessoas confiáveis.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]40%[-]\nDuração: [DECEA3]120 minutos[-]"
expDeadzone_Start,items,Resources,,[FF1400]Expedition[-] Dead Zone [DECEA3]Execution[-],[FF1400]Expedição[-] Zona Morta [DECEA3]Execução[-]
expDeadzone_StartDesc,items,Request,,"«So, the team is assembled and the gear is delivered. We're ready to begin. I'm sending out the expedition. When they're finished, you can pick up whatever they find from any trader.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]40%[-]\nDuration: [DECEA3]120 minutes[-]","«Então, a equipa está montada e o equipamento entregue. Estamos prontos para começar. Estou enviando a expedição. Quando eles terminarem, você poderá pegar o que encontrarem em qualquer comerciante.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]40%[-]\nDuração: [DECEA3]120 minutos[-]"
exp_Preparation_Offer,Quest,Quest Info,,"«So, the volunteers didn't keep you waiting long. You need to gather all the supplies and equipment they requested. Let me know when you've collected everything.» [DECEA3]- Wild[-]","«Então, os voluntários não te deixaram esperando muito. Você precisa reunir todos os suprimentos e equipamentos solicitados. Avise-me quando tiver coletado tudo.» [DECEA3]- Selvagem[-]"
expReconnaissance_PreName,Quest,Quest Info,,[42C234]Expedition[-] Reconnaissance [DECEA3]Preparation[-],[42C234]Expedição[-] Reconhecimento [DECEA3]Preparação[-]
expReconnaissance_StartName,Quest,Quest Info,,[42C234]Expedition[-] Reconnaissance [DECEA3]Execution[-],[42C234]Expedição[-] Reconhecimento [DECEA3]Execução[-]
expReconnaissance_StartOffer,Quest,Quest Info,,«A reconnaissance expedition has been dispatched. I'll let you know when they return. Now we just have to wait. Let's hope they find something worthwhile.» [DECEA3]- Wild[-],«Uma expedição de reconhecimento foi enviada. Avisarei você quando eles retornarem. Agora só nos resta esperar. Esperemos que encontrem algo que valha a pena.» [DECEA3]- Selvagem[-]
expReconnaissance_CompleteName,Quest,Quest Info,,[42C234]Expedition[-] Reconnaissance [DECEA3]Completed[-],[42C234]Expedição[-] Reconhecimento [DECEA3]Concluído[-]
expReconnaissance_CompleteOffer,Quest,Quest Info,,"«Great news. The expedition was a success, and you can collect your reward.» [DECEA3]- Wild[-]",«Ótimas notícias. A expedição foi um sucesso e você pode receber sua recompensa.» [DECEA3]- Selvagem[-]
exp_activity_preName,Quest,Quest Info,,[FFFF00]Expedition[-] Increased Activity [DECEA3]Preparation[-],[FFFF00]Expedição[-] Aumento de atividade [DECEA3]Preparação[-]
exp_activity_startName,Quest,Quest Info,,[FFFF00]Expedition[-] Increased Activity [DECEA3]Execution[-],[FFFF00]Expedição[-] Aumento de atividade [DECEA3]Execução[-]
exp_activity_startOffer,Quest,Quest Info,,«An expedition to study the increased activity has been dispatched. I'll let you know when they return. Now we just have to wait. Let's hope they find something worthwhile.» [DECEA3]- Wild[-],«Uma expedição para estudar o aumento da atividade foi enviada. Avisarei você quando eles retornarem. Agora só nos resta esperar. Esperemos que encontrem algo que valha a pena.» [DECEA3]- Selvagem[-]
expActivity_CompleteName,Quest,Quest Info,,[FFFF00]Expedition[-] Increased Activity [DECEA3]Completed[-],[FFFF00]Expedição[-] Aumento de atividade [DECEA3]Concluído[-]
expActivity_CompleteOffer,Quest,Quest Info,,"«Great news. The expedition was a success, and you can collect your reward.» [DECEA3]- Wild[-]",«Ótimas notícias. A expedição foi um sucesso e você pode receber sua recompensa.» [DECEA3]- Selvagem[-]
expActivity_FailName,Quest,Quest Info,,[FFFF00]Expedition[-] Increased Activity [DECEA3]Failed[-],[FFFF00]Expedição[-] Aumento de atividade [DECEA3]Falha[-]
expActivity_FailOffer,Quest,Quest Info,,"Unfortunately, the news isn't good. The expedition encountered a horde too large. They barely escaped and failed to secure any loot. Let's hope for better luck next time.","Infelizmente, as notícias não são boas. A expedição encontrou uma horda muito grande. Eles escaparam por pouco e não conseguiram garantir nenhum saque. Esperemos melhor sorte na próxima vez."
exp_infection_preName,Quest,Quest Info,,[FFA032]Expedition[-] Infection Foci [DECEA3]Preparation[-],[FFA032]Expedição[-] Focos de Infecção [DECEA3]Preparação[-]
exp_infection_startName,Quest,Quest Info,,[FFA032]Expedition[-] Infection Foci [DECEA3]Execution[-],[FFA032]Expedição[-] Focos de Infecção [DECEA3]Execução[-]
exp_infection_startOffer,Quest,Quest Info,,«An expedition to search for sources of infection has been dispatched. I'll let you know when they return. Now we just have to wait. Let's hope they find something worthwhile.» [DECEA3]- Wild[-],«Foi enviada uma expedição em busca de fontes de infecção. Avisarei você quando eles retornarem. Agora só nos resta esperar. Esperemos que encontrem algo que valha a pena.» [DECEA3]- Selvagem[-]
expInfection_CompleteName,Quest,Quest Info,,[FFA032]Expedition[-] Infection Foci [DECEA3]Completed[-],[FFA032]Expedição[-] Focos de infecção [DECEA3]Concluído[-]
expInfection_CompleteOffer,Quest,Quest Info,,"«Great news. The expedition was a success, and you can collect your reward.» [DECEA3]- Wild[-]",«Ótimas notícias. A expedição foi um sucesso e você pode receber sua recompensa.» [DECEA3]- Selvagem[-]
expInfection_FailName,Quest,Quest Info,,[FFA032]Expedition[-] Infection Foci [DECEA3]Failed[-],[FFA032]Expedição[-] Focos de infecção [DECEA3]Falha[-]
expInfection_FailOffer,Quest,Quest Info,,"Unfortunately, the news isn't good. The expedition discovered an anomalous source of infection. Only two mercenaries survived, and they're still in critical condition. There's no loot to speak of. Let's hope for better luck next time.","Infelizmente, as notícias não são boas. A expedição descobriu uma fonte anômala de infecção. Apenas dois mercenários sobreviveram e ainda estão em estado crítico. Não há saque digno de nota. Esperemos melhor sorte na próxima vez."
exp_deadzone_preName,Quest,Quest Info,,[FF1400]Expedition[-] Dead Zone [DECEA3]Preparation[-],[FF1400]Expedição[-] Zona Morta [DECEA3]Preparação[-]
exp_deadzone_startName,Quest,Quest Info,,[FF1400]Expedition[-] Dead Zone [DECEA3]Execution[-],[FF1400]Expedição[-] Zona Morta [DECEA3]Execução[-]
exp_deadzone_startOffer,Quest,Quest Info,,«The expedition to the dead zone has been sent. I'll let you know when they return. Now we just have to wait. Let's hope they find something worthwhile.» [DECEA3]- Wild[-],«A expedição à zona morta foi enviada. Avisarei você quando eles retornarem. Agora só nos resta esperar. Esperemos que encontrem algo que valha a pena.» [DECEA3]- Selvagem[-]
expDeadzone_CompleteName,Quest,Quest Info,,[FF1400]Expedition[-] Dead Zone Completed [DECEA3]Completed[-],[FF1400]Expedição[-] Zona Morta Concluída [DECEA3]Concluído[-]
expDeadzone_CompleteOffer,Quest,Quest Info,,"«Great news. No one believed it, but the guys did the impossible. The expedition was a success, and you can collect your reward.» [DECEA3]- Wild[-]","«Ótimas notícias. Ninguém acreditou, mas os caras fizeram o impossível. A expedição foi um sucesso e você pode receber sua recompensa.» [DECEA3]- Selvagem[-]"
expDeadzone_FailName,Quest,Quest Info,,[FF1400]Expedition[-] Dead Zone Failed [DECEA3]Failed[-],[FF1400]Expedição[-] Zona morta falhou [DECEA3]Falha[-]
expDeadzone_FailOffer,Quest,Quest Info,,"I have some news about your expedition. Stalkers recently found their remains in the wasteland. I don't know exactly what happened to them, but it's not a sight for the faint of heart. They knew what they were getting into, but I don't think that will reassure you, given your investment. Let's hope for better luck next time.","Tenho algumas novidades sobre sua expedição. Stalkers encontraram recentemente seus restos mortais em um terreno baldio. Não sei exatamente o que aconteceu com eles, mas não é um espetáculo para os fracos de coração. Eles sabiam no que estavam se metendo, mas não acho que isso irá tranquilizá-lo, dado o seu investimento. Esperemos melhor sorte na próxima vez."
Buff_Exp_StatusTooltip,buffs,buff,,The expedition has been dispatched. Wait for it to be completed.,A expedição foi despachada. Aguarde até que seja concluído.
Buff_Exp_Reconnaissance_StatusName,buffs,buff,,[42C234]Expedition[-] Reconnaissance,[42C234]Expedição[-] Reconhecimento
Buff_Exp_Reconnaissance_StatusDesc,buffs,Buff,,"You have sent the «Reconnaissance» expedition. If all goes well, you will be able to collect your reward from the merchant.\n\nSuccess Chance: [DECEA3]100%[-]\nDuration: [DECEA3]45 minutes[-]","Você enviou a expedição «Reconhecimento». Se tudo correr bem, você poderá receber sua recompensa do comerciante.\n\nChance de sucesso: [DECEA3]100%[-]\nDuração: [DECEA3]45 minutos[-]"
Buff_Exp_Activity_StatusName,buffs,buff,,[FFFF00]Expedition[-] Increased Activity,[FFFF00]Expedição[-] Aumento de atividade
Buff_Exp_Activity_StatusDesc,buffs,Buff,,"You have sent the «Increased Activity» expedition. If all goes well, you will be able to collect your reward from the merchant.\n\nSuccess Chance: [DECEA3]{cvar(.Exp_ActivityRewardChance:0)}%[-]\nDuration: [DECEA3]60 minutes[-]\n\n[DECEA3]Every [DECEA3]25[-] zombies killed in a forest or burnt biome increases the chance of successfully completing an expedition by 1%[-]","Você enviou a expedição «Atividade Aumentada». Se tudo correr bem, você poderá receber sua recompensa do comerciante.\n\nChance de sucesso: [DECEA3]{cvar(.Exp_ActivityRewardChance:0)}%[-]\nDuração: [DECEA3]60 minutos[-]\n\n[DECEA3]Cada [DECEA3]25[-] zumbis mortos em uma floresta ou bioma queimado aumenta a chance de concluir uma expedição com sucesso, 1%[-]"
Buff_Exp_Infection_StatusName,buffs,buff,,[FFA032]Expedition[-] Infection Foci,[FFA032]Expedição[-] Focos de infecção
Buff_Exp_Infection_StatusDesc,buffs,Buff,,"You have sent the «Infection Foci» expedition. If all goes well, you will be able to collect your reward from the merchant.\n\nSuccess Chance: [DECEA3]{cvar(.Exp_InfectionRewardChance:0)}%[-]\nDuration: [DECEA3]90 minutes[-]\n\n[DECEA3]Every 30 zombies killed in desert or winter biomes increases the chance of successful expedition completion by 1%[-]\n[DECEA3]Every miniboss killed in desert or winter biomes increases the chance of successful expedition completion by 1%[-]\n[DECEA3]Every boss killed in desert or winter biomes increases the chance of successful expedition completion by 3%[-]","Você enviou a expedição «Focos de Infecção». Se tudo correr bem, você poderá receber sua recompensa do comerciante.\n\nChance de sucesso: [DECEA3]{cvar(.Exp_InfectionRewardChance:0)}%[-]\nDuração: [DECEA3]90 minutos[-]\n\n[DECEA3]Cada 30 zumbis mortos em biomas de deserto ou de inverno aumenta a chance de conclusão bem-sucedida da expedição em 1%[-]\n[DECEA3]Cada miniboss morto em biomas de deserto ou de inverno aumenta a chance de conclusão bem-sucedida da expedição em 1%[-]\n[DECEA3]Cada chefe morto em biomas de deserto ou de inverno aumenta a chance de conclusão bem-sucedida da expedição em 3%[-]"
