Key,Source,Context,Changes,English,Japanese
questRewardClubImpBundleT4Desc,items,Item,,A Club [DECEA3]Improved[-],クラブが[DECEA3]改善されました[-]
questRewardSpearImpBundleT4,items,Item,,Spear [DECEA3]Improved[-] Bundle,スピア[DECEA3]改良版[-]バンドル
questRewardSpearImpBundleT4Desc,items,Item,,A Spear [DECEA3]Improved[-],槍[DECEA3]改善[-]
questRewardPlasmaBatonBundletT4,items,Item,,Plasma Baton [DECEA3]Improved[-] Bundle,プラズマバトン [DECEA3]改良版[-] バンドル
questRewardPlasmaBatonBundletT4Desc,items,Item,,A Plasma Baton [DECEA3]Improved[-],プラズマバトン[DECEA3]改善[-]
questRewardMacheteImpBundleT4,items,Item,,Machete [DECEA3]Improved[-] Bundle,マチェーテ [DECEA3]改良版[-] バンドル
questRewardMacheteImpBundleT4Desc,items,Item,,Machete [DECEA3]Improved[-],マチェーテ[DECEA3]改良[-]
questRewardSledgehammerImpT4,items,Item,,Bundle: Sledgehammer [DECEA3]Improved[-],バンドル: スレッジハンマー [DECEA3]改良[-]
questRewardSledgehammerImpT4Desc,items,Item,,Contains an [DECEA3]Improved[-] sledgehammer.,[DECEA3]改良型[-]スレッジハンマーが含まれています。
questRewardSledgehammerDestructorT6,items,Item,,Bundle: [FFB800]«Destructor»[-],バンドル: [FFB800]《デストラクター》[-]
questRewardSledgehammerDestructorT6Desc,items,Item,,Contains the legendary [FFB800]«Destructor»[-] Sledgehammer.,伝説の[FFB800]《デストラクター》[-]スレッジハンマーが含まれています。
questRewardPistolBundleT5,items,Item,,SMG-5 [DECEA3]Improved[-] Bundle,SMG-5 [DECEA3]改良版[-] バンドル
questRewardPistolBundleT5Desc,items,Item,,A SMG-5 [DECEA3]Improved[-] and some 9 mm ammo,SMG-5 [DECEA3]改良版[-]と一部の9 mm弾薬
questRewardShotgunBundleT5,items,Item,,Auto Shotgun [DECEA3]Improved[-] Bundle,オートショットガン[DECEA3]改良[-]バンドル
questRewardShotgunBundleT5Desc,items,Item,,An Auto Shotgun [DECEA3]Improved[-] and some shells,[DECEA3]改良されたオートショットガン[-]といくつかの砲弾
questRewardRifleBundletT5,items,Item,,Sniper Rifle [DECEA3]Improved[-] Bundle,スナイパーライフル [DECEA3]改良版[-] バンドル
questRewardRifleBundletT5Desc,items,Item,,A Sniper Rifle [DECEA3]Improved[-] and some 7.62 mm ammo,スナイパーライフル[DECEA3]改良版[-]と一部の7.62 mm弾薬
questRewardMachineGunBundleT5,items,Item,,M60 [DECEA3]Improved[-] Bundle,M60 [DECEA3]改良版[-] バンドル
questRewardMachineGunBundleT5Desc,items,Item,,An M60 [DECEA3]Improved[-] and some 7.62 mm ammo,M60 [DECEA3]改良型[-]と一部の 7.62 mm 弾薬
questRewardMacheteIndianaT6,items,Item,,Machete [FFB800]Indiana[-] Bundle,マチェーテ [FFB800]インディアナ[-] パック
questRewardMacheteIndianaT6Desc,items,Item,,Machete [FFB800]Indiana[-] and repair kit for it,マチェーテ [FFB800]インディアナ[-] とその修理キット
questRewardMausClawsT6,items,Item,,Knuckles [FFB800]Mouse Claws[-],ナックル [FFB800]ネズミの爪[-]
questRewardMausClawsT6Desc,items,Item,,Knuckles [FFB800]Mouse Claws[-] and repair kit for it,ナックル[FFB800]マウスクロー[-]とその修理キット
questRewardKnucklesDestructorT6,items,Item,,Knuckles [FFB800]«Destructor»[-],ナックルズ [FFB800]《デストラクター》[-]
questRewardKnucklesDestructorT6Desc,items,Item,,Knuckles [FFB800]«Destructor»[-] and repair kit for them,ナックル[FFB800]《デストラクター》[-]とその修理キット
questRewardSpearCombistickT6,items,Item,,Spear [FFB800]Combistick[-],スピア [FFB800]コンビスティック[-]
questRewardSpearCombistickT6Desc,items,Item,,Spear [FFB800]Combistick[-] and repair kit for it,スピア[FFB800]コンビスティック[-]とその修理キット
questRewardAxeBarbarianT6,items,Item,,Axe [FFB800]Barbarian[-] Bundle,アックス [FFB800]バーバリアン[-] パック
questRewardAxeBarbarianT6Desc,items,Item,,Axe [FFB800]Barbarian[-] and repair kit for it,アックス[FFB800]バーバリアン[-]とその修理キット
questRewardPistolBundleT6,items,Item,,SMG-5 [FFB800]Zinger[-] Bundle,SMG-5 [FFB800]ジンガー[-] バンドル
questRewardPistolBundleT6Desc,items,Item,,"SMG-5 [FFB800]Zinger[-], Improved Ammo and Repair Kit",SMG-5 [FFB800]ジンガー[-]、改良された弾薬と修理キット
questRewardShotgunBundleT6,items,Item,,Auto Shotgun [FFB800]Eraser[-] Bundle,オートショットガン [FFB800]イレーザー[-] パック
questRewardShotgunBundleT6Desc,items,Item,,"Auto Shotgun [FFB800]Eraser[-], Improved Ammo and Repair Kit",オートショットガン [FFB800]イレーザー[-]、改良された弾薬と修理キット
questRewardRifleBundletT6,items,Item,,Sniper Rifle [FFB800]Gaus[-] Bundle,スナイパーライフル[FFB800]ガウス[-]パック
questRewardRifleBundletT6Desc,items,Item,,"Sniper Rifle [FFB800]Gaus[-], Improved Ammo and Repair Kit",スナイパーライフル[FFB800]ガウス[-]、改良された弾薬と修理キット
questRewardMachineGunBundleT6,items,Item,,Machine Gun [FFB800]Bulldog[-] Bundle,マシンガン[FFB800]ブルドッグ[-]パック
questRewardMachineGunBundleT6Desc,items,Item,,"Machine Gun [FFB800]Bulldog[-], Improved Ammo and Repair Kit",マシンガン[FFB800]ブルドッグ[-]、改良された弾薬と修理キット
questRewardPistolBundleT7,items,Item,,[F0B18A]Unique[-] SMG-5 [FFB800]Zinger[-] Bundle,[F0B18A]ユニーク[-] SMG-5 [FFB800]ジンガー[-] バンドル
questRewardPistolBundleT7Desc,items,Item,,"Random [F0B18A]Unique[-] SMG-5 [FFB800]Zinger[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit",ランダムの[F0B18A]ユニーク[-] SMG-5 [FFB800]ジンジャー[-]、[5AFF75]（劣化ウラン）[-]弾薬と修理キット
questRewardShotgunBundleT7,items,Item,,[F0B18A]Unique[-] Auto Shotgun [FFB800]Eraser[-] Bundle,[F0B18A]ユニーク[-]オートショットガン[FFB800]イレーザー[-]バンドル
questRewardShotgunBundleT7Desc,items,Item,,"Random [F0B18A]Unique[-] Auto Shotgun [FFB800]Eraser[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit",ランダムの[F0B18A]ユニーク[-]オートショットガン[FFB800]イレーザー[-]、[5AFF75]（劣化ウラン）[-]弾薬と修理キット
questRewardRifleBundletT7,items,Item,,[F0B18A]Unique[-] Sniper Rifle [FFB800]Gaus[-] Bundle,[F0B18A]ユニーク[-]スナイパーライフル[FFB800]ガウス[-]パック
questRewardRifleBundletT7Desc,items,Item,,"Random [F0B18A]Unique[-] Sniper Rifle [FFB800]Gaus[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit",ランダムの[F0B18A]ユニーク[-]スナイパーライフル[FFB800]ガウス[-]、[5AFF75]（劣化ウラン）[-]弾薬と修理キット
questRewardMachineGunBundleT7,items,Item,,[F0B18A]Unique[-] Machine Gun [FFB800]Bulldog[-] Bundle,[F0B18A]ユニーク[-]マシンガン[FFB800]ブルドッグ[-]バンドル
questRewardMachineGunBundleT7Desc,items,Item,,"Random [F0B18A]Unique[-] Machine Gun [FFB800]Bulldog[-], [5AFF75](Depleted Uranium)[-] ammo and repair kit",ランダムな[F0B18A]ユニーク[-]マシンガン[FFB800]ブルドッグ[-]、[5AFF75]（劣化ウラン）[-]弾薬と修理キット

===
=== Z_SuperElixirs ===
===


foodT5-1,progression,Attribute,,Tier 5: Super Elixir: Quest Runner,ティア 5: スーパー エリクサー: クエスト ランナー
foodT5-2,progression,Attribute,,Tier 5: Super Elixir: Melee Master,Tier 5: スーパーエリクサー: 近接マスター
foodT5-3,progression,Attribute,,Tier 5: Super Elixir: Master Miner,Tier 5: スーパーエリクサー: マスターマイナー
foodT5-4,progression,Attribute,,Tier 5: Super Elixir: Master of Trade,Tier 5: スーパーエリクサー: 貿易の達人
foodT5-5,progression,Attribute,,Tier 5: Super Elixir: Horde Expert,Tier 5: スーパーエリクサー: ホードエキスパート
superElixirTradeMaster,items,item,,[DECEA3]Super Elixir:[-] Master of Trade,[DECEA3]スーパーエリクサー：[-] 貿易の達人
superElixirTradeMasterDesc,items,item,,You get the most out of trading.\nApplies buffs to the character:\nGrandpa's Elixir for Study\nGrandpa's Awesome Sauce\nSugar Butts\nPumpkin Cheesecake\n\nBase duration of all buffs: [DECEA3]7 minutes[-]\n[DECEA3]This elixir is crafted on the Kitchen Stove.[-],トレードを最大限に活用できます。\nキャラクターにバフを適用します:\nおじいちゃんの勉強用エリクサー\nおじいちゃんの素晴らしいソース\n砂糖の吸い殻\nかぼちゃのチーズケーキ\n\nすべてのバフの基本持続時間: [DECEA3]7 分[-]\n[DECEA3]このエリクサーはキッチン コンロで作成されます。[-]
