Key,Source,Context,Changes,English,Spanish
reward762DU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] rounds of 7.62 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,"Contiene [DECEA3]1000[-] cartuchos de 7,62 mm con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición."
reward762DU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 7.62 mm [5AFF75](DU)[-],"[DECEA3]Paquete de municiones:[-] 7,62 mm [5AFF75](DU)[-]"
reward762DU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] rounds of 7.62 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,"Contiene [DECEA3]5000[-] cartuchos de 7,62 mm con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición."
reward44MagnumDU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] .44 Magnum [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] .44 Magnum [5AFF75](DU)[-]
reward44MagnumDU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] rounds of .44 Magnum with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]100[-] rondas de .44 Magnum con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
reward44MagnumDU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] .44 Magnum [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] .44 Magnum [5AFF75](DU)[-]
reward44MagnumDU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] rounds of .44 Magnum with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]1000[-] rondas de .44 Magnum con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
reward44MagnumDU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] .44 Magnum [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] .44 Magnum [5AFF75](DU)[-]
reward44MagnumDU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] rounds of .44 Magnum with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]5000[-] rondas de .44 Magnum con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
reward9mmDU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 9 mm [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] 9 mm [5AFF75](DU)[-]
reward9mmDU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] rounds of 9 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]100[-] cartuchos de 9 mm con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
reward9mmDU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 9 mm [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] 9 mm [5AFF75](DU)[-]
reward9mmDU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] rounds of 9 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]1000[-] cartuchos de 9 mm con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
reward9mmDU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 9 mm [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] 9 mm [5AFF75](DU)[-]
reward9mmDU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] rounds of 9 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]5000[-] cartuchos de 9 mm con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
rewardShotgunDU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Shotgun Slugs [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] Balas de escopeta [5AFF75](DU)[-]
rewardShotgunDU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] shotgun slugs with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]100[-] balas de escopeta con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
rewardShotgunDU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Shotgun Slugs [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] Balas de escopeta [5AFF75](DU)[-]
rewardShotgunDU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] shotgun slugs with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]1000[-] balas de escopeta con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
rewardShotgunDU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Shotgun Slugs [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] Balas de escopeta [5AFF75](DU)[-]
rewardShotgunDU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] shotgun slugs with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]5000[-] balas de escopeta con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
rewardTurretDU_1500Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Turret Ammunition [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] Munición de torreta [5AFF75](DU)[-]
rewardTurretDU_1500BundleDesc,items,Resources,,Contains [DECEA3]1500[-] turret rounds with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]1500[-] rondas de torreta con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
rewardTurretDU_9000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Turret Ammunition [5AFF75](DU)[-],[DECEA3]Paquete de municiones:[-] Munición de torreta [5AFF75](DU)[-]
rewardTurretDU_9000BundleDesc,items,Resources,,Contains [DECEA3]9000[-] turret rounds with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contiene [DECEA3]9000[-] rondas de torreta con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición.
Ammo_expReconnaissance,items,Resources,,Armament [42C234]Reconnaissance[-],Armamento [42C234]Reconocimiento[-]
Ammo_expReconnaissanceDesc,items,Resources,,Equipment item [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains all necessary weapons for the mission.,Elemento de equipo [42C234]Expediciones[-] Reconocimiento\n\nContiene todas las armas necesarias para la misión.
Armor_expReconnaissance,items,Resources,,Equipment [42C234]Reconnaissance[-],Equipo [42C234]Reconocimiento[-]
Armor_expReconnaissanceDesc,items,Resources,,Equipment item [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains all necessary equipment for mission participants.,Elemento de equipo [42C234]Expediciones[-] Reconocimiento del área circundante\n\nContiene todo el equipo necesario para los participantes de la misión.
Food_expReconnaissance,items,Resources,,Provisions [42C234]Reconnaissance[-],Provisiones [42C234]Reconocimiento[-]
Food_expReconnaissanceDesc,items,Resources,,Equipment item [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains a supply of provisions and medicines for the mission participants.,Elemento de equipo [42C234]Expediciones[-] Reconocimiento del área circundante\n\nContiene provisiones y medicamentos para los participantes de la misión.
Supplies_expReconnaissance,items,Resources,,Full gear [42C234]Reconnaissance[-],Equipamiento completo [42C234]Reconocimiento[-]
Supplies_expReconnaissanceDesc,items,Resources,,"Equipment kit [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipo [42C234]Expediciones[-] Reconocimiento del área circundante\n\nContiene todo el equipo necesario para la misión.\n\n[DECEA3]Para comenzar una expedición, lleve estos suministros a cualquier comerciante.[-]"
Ammo_expActivity,items,Resources,,Armament [FFFF00]Increased Activity[-],Armamento [FFFF00]Actividad aumentada[-]
Ammo_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains all necessary weapons for the mission.,Elemento de equipo [FFFF00]Expediciones[-] Actividad aumentada\n\nContiene todas las armas necesarias para la misión.
Armor_expActivity,items,Resources,,Equipment [FFFF00]Increased Activity[-],Equipo [FFFF00]Actividad aumentada[-]
Armor_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains all necessary equipment for mission participants.,Elemento de equipo [FFFF00]Expediciones[-] Actividad aumentada\n\nContiene todo el equipo necesario para los participantes de la misión.
Food_expActivity,items,Resources,,Provisions [FFFF00]Increased Activity[-],Provisiones [FFFF00] Actividad aumentada[-]
Food_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains a supply of provisions and medicines for the mission participants.,Elemento de equipo [FFFF00]Expediciones[-] Actividad aumentada\n\nContiene provisiones y medicamentos para los participantes de la misión.
Vehicle_expActivity,items,Resources,,Vehicle [FFFF00]Increased Activity[-],Transporte [FFFF00] Actividad aumentada[-]
Vehicle_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains transport for the expedition's movement.,Elemento de equipo [FFFF00]Expediciones[-] Actividad aumentada\n\nContiene transporte para el desplazamiento de la expedición.
Supplies_expActivity,items,Resources,,Full gear [FFFF00]Increased Activity[-],Equipamiento completo [FFFF00]Actividad aumentada[-]
Supplies_expActivityDesc,items,Resources,,"Equipment kit [FFFF00]Expeditions[-] Increased Activity\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipo [FFFF00]Expediciones[-] Actividad aumentada\n\nContiene todo el equipo necesario para la misión.\n\n[DECEA3]Para comenzar una expedición, lleve estos suministros a cualquier comerciante.[-]"
Ammo_expInfection,items,Resources,,Armament [FFA032]Infection Foci[-],Armamento [FFA032] Focos de infección[-]
Ammo_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains all necessary weapons for the mission.,Elemento de equipo [FFA032]Expediciones[-] Focos de infección\n\nContiene todas las armas necesarias para la misión.
Armor_expInfection,items,Resources,,Equipment [FFA032]Infection Foci[-],Equipo [FFA032] Focos de infección[-]
Armor_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains all necessary equipment for mission participants.,Elemento de equipo [FFA032]Expediciones[-] Focos de infección\n\nContiene todo el equipo necesario para los participantes de la misión.
Food_expInfection,items,Resources,,Provisions [FFA032]Infection Foci[-],Provisiones [FFA032] Focos de infección[-]
Food_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains a supply of provisions and medicines for the mission participants.,Elemento de equipo [FFA032]Expediciones[-] Focos de infección\n\nContiene provisiones y medicamentos para los participantes de la misión.
Vehicle_expInfection,items,Resources,,Vehicle [FFA032]Infection Foci[-],Transporte [FFA032] Focos de infección[-]
Vehicle_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains transport for the expedition's movement.,Elemento de equipo [FFA032]Expediciones[-] Focos de infección\n\nContiene transporte para el desplazamiento de la expedición.
Supplies_expInfection,items,Resources,,Full gear [FFA032]Infection Foci[-],Equipamiento completo [FFA032] Focos de infección[-]
Supplies_expInfectionDesc,items,Resources,,"Equipment kit [FFA032]Expeditions[-] Infection Foci\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipo [FFA032]Expediciones[-] Focos de infección\n\nContiene todo el equipo necesario para la misión.\n\n[DECEA3]Para comenzar una expedición, lleve estos suministros a cualquier comerciante.[-]"
Ammo_expDeadzone,items,Resources,,Armament [FF1400]Dead Zone[-],Armamento [FF1400]Zona muerta[-]
Ammo_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains all necessary weapons for the mission.,Elemento de equipo [FF1400]Expediciones[-] Zona muerta\n\nContiene todas las armas necesarias para la misión.
Armor_expDeadzone,items,Resources,,Equipment [FF1400]Dead Zone[-],Equipo [FF1400]Zona muerta[-]
Armor_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains all necessary equipment for mission participants.,Elemento de equipo [FF1400]Expediciones[-] Zona muerta\n\nContiene todo el equipo necesario para los participantes de la misión.
Food_expDeadzone,items,Resources,,Provisions [FF1400]Dead Zone[-],Provisiones [FF1400]Zona muerta[-]
Food_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains a supply of provisions and medicines for the mission participants.,Elemento de equipo [FF1400]Expediciones[-] Zona muerta\n\nContiene provisiones y medicamentos para los participantes de la misión.
Vehicle_expDeadzone,items,Resources,,Vehicle [FF1400]Dead Zone[-],Transporte [FF1400]Zona muerta[-]
Vehicle_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains transport for the expedition's movement.,Elemento de equipo [FF1400]Expediciones[-] Zona muerta\n\nContiene transporte para el desplazamiento de la expedición.
Supplies_expDeadzone,items,Resources,,Full gear [FF1400]Dead Zone[-],Equipamiento completo [FF1400]Zona muerta[-]
Supplies_expDeadzoneDesc,items,Resources,,"Equipment kit [FF1400]Expeditions[-] Dead Zone\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipo [FF1400]Expediciones[-] Zona muerta\n\nContiene todo el equipo necesario para la misión.\n\n[DECEA3]Para comenzar una expedición, lleve estos suministros a cualquier comerciante.[-]"
expReconnaissance_Pre,items,Resources,,Reconnaissance [42C234]Expedition[-],Reconocimiento [42C234]Expedición[-].
