Key,Source,Context,Changes,English,Polish
gunRifleT1HuntingRifleRareExperiencedDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Ten pospolity karabin myśliwski wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Doświadczony»[-]\nDoświadczenie zdobywane za zabójstwa tą bronią zostało zwiększone o [DECEA3]15%[-].\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj części karabinu."
gunRifleT1HuntingRifleRareApple,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Apple[-],[FAFF63]Rzadki[-] Karabin myśliwski [DECEA3]- Apple[-]
gunRifleT1HuntingRifleRareAppleDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Apple»[-]\nHeadshot damage increased by [DECEA3]100%[-].\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Ten pospolity karabin myśliwski wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Apple»[-]\nObrażenia od strzału w głowę zwiększone o [DECEA3]100%[-].\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj części karabinu."
gunRifleT1HuntingRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Fast hands[-],[FAFF63]Rzadki[-] Karabin myśliwski [DECEA3]-Szybkie ręce[-]
gunRifleT1HuntingRifleRareFasthandsDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Ten pospolity karabin myśliwski wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Szybkie ręce»[-]\nPrędkość przeładowania zwiększona o [DECEA3]2[-] razy.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części karabinu."
gunRifleT2LeverActionRifleRareUniversal,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Universal[-],[FAFF63]Rzadki[-] Karabin dźwigniowy [DECEA3]-Uniwersalny[-]
gunRifleT2LeverActionRifleRareUniversalDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the magazine size have been increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Ten pospolity karabin myśliwski wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Uniwersalny»[-]\nZwiększono liczbę zainstalowanych modyfikacji i rozmiar magazynka.\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj części karabinu."
gunRifleT2LeverActionRifleRareVampire,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Vampire[-],[FAFF63]Rzadki[-] Karabin dźwigniowy [DECEA3]- Wampir[-]
gunRifleT2LeverActionRifleRareVampireDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Vampire»[-]\nWhen you kill an enemy, you restore [DECEA3]3[-] health.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Ten pospolity karabin myśliwski wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Wampir»[-]\nKiedy zabijesz wroga, przywracasz [DECEA3]3[-] zdrowie.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części karabinu."
gunRifleT2LeverActionRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Unkillable[-],[FAFF63]Rzadki[-] Karabin dźwigniowy [DECEA3]- Nie do zabicia[-]
gunRifleT2LeverActionRifleRareUnkillableDesc,items,Gun,,This common farmer's hunting rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.,"Ten pospolity karabin myśliwski wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Nie da się zabić»[-]\nTa broń jest prawie niezniszczalna, gdy jest używana.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części karabinu."
gunRifleT3SniperRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Crusher[-],[FAFF63]Rzadki[-] Karabin snajperski [DECEA3]- Crusher[-]
gunRifleT3SniperRifleRareCrusherDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",Ten precyzyjny karabin dalekiego zasięgu jest idealny do strzelania do wrogów z dużych odległości.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą zestawu naprawczego.\nZłom na części karabinu.
gunRifleT3SniperRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Unkillable[-],[FAFF63]Rzadki[-] Karabin snajperski [DECEA3]- Nie do zabicia[-]
gunRifleT3SniperRifleRareUnkillableDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Ten precyzyjny karabin dalekiego zasięgu doskonale nadaje się do strzelania do wrogów z dużych odległości.\n\nMa rzadką właściwość [FAFF63] «Niemożliwy do zabicia»[-]\nTa broń jest prawie niezniszczalna, gdy jest używana.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części karabinu."
gunRifleT3SniperRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Knockdown[-],[FAFF63]Rzadki[-] Karabin snajperski [DECEA3]- Powalenie[-]
gunRifleT3SniperRifleRareKnockdownDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Knockdown»[-]\nHas a [DECEA3]25%[-] chance to knock down an enemy on hit.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",Ten precyzyjny karabin dalekiego zasięgu doskonale nadaje się do strzelania do wrogów z dużych odległości.\n\nMa rzadką właściwość [FAFF63] «Powalenie»[-]\nMa [DECEA3]25%[-] szans na powalenie wroga przy trafieniu.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części karabinu.
gunRifleT3SniperRifleRareStable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Stable[-],[FAFF63]Rzadki[-] Karabin snajperski [DECEA3]-Stabilny[-]
gunRifleT3SniperRifleRareStableDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Stable»[-]\nIncreased aiming speed and reduced weapon dispersion.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",Ten precyzyjny karabin dalekiego zasięgu doskonale nadaje się do strzelania do wrogów z dużych odległości.\n\nMa rzadką właściwość [FAFF63]«Stabilny»[-]\nZwiększona prędkość celowania i zmniejszony rozrzut broni.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części karabinu.
gunShotgunT0PipeShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Crusher[-],[FAFF63]Rzadka[-] Strzelba rurowa [DECEA3]- Kruszarka[-]
gunShotgunT0PipeShotgunRareCrusherDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,Domowy pistolet strzelający nabojami do strzelby.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą krótkiej żelaznej rury.\nZłom na żelazo.
gunShotgunT0PipeShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Experienced[-],[FAFF63]Rzadka[-] Strzelba rurowa [DECEA3]-Doświadczony[-]
gunShotgunT0PipeShotgunRareExperiencedDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from headshots with this weapon has been increased by [DECEA3]30%[-].\n\nRepair with Short Iron Pipe.\nScrap to Iron.,Domowy pistolet strzelający nabojami do strzelby.\n\nPosiada rzadką właściwość [FAFF63] «Doświadczony»[-]\nDoświadczenie zdobyte przy strzałach w głowę tą bronią zostało zwiększone o [DECEA3]30%[-].\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo.
gunShotgunT0PipeShotgunRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Fast hands[-],[FAFF63]Rzadka[-] strzelba rurowa [DECEA3]-szybkie ręce[-]
gunShotgunT0PipeShotgunRareFasthandsDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,Domowy pistolet strzelający nabojami do strzelby.\n\nPosiada rzadką właściwość [FAFF63] «Szybkie ręce»[-]\nPrędkość przeładowania zwiększona o [DECEA3]2[-] razy.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom do żelaza.
gunShotgunT1DoubleBarrelRareSweeper,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Sweeper[-],[FAFF63]Rzadka[-] Dwulufowa strzelba [DECEA3]- Sweeper[-]
gunShotgunT1DoubleBarrelRareSweeperDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Sweeper»[-]\n[DECEA3]35%[-] chance to deal devastating damage and knockback on enemy headshots.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Zardzewiała stara dwulufowa strzelba, świetna do rzezi z bliskiej odległości.\n\nMa rzadką właściwość [FAFF63] «Zamiatacz»[-]\n[DECEA3]35%[-] szans na zadanie niszczycielskich obrażeń i odrzucenie przy trafieniu w głowę wroga.\n\nNaprawa za pomocą zestawu naprawczego.\nZłóż części strzelby."
gunShotgunT1DoubleBarrelRareUnkillable,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Unkillable[-],[FAFF63]Rzadka[-] Strzelba dwulufowa [DECEA3]- Nie do zabicia[-]
gunShotgunT1DoubleBarrelRareUnkillableDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Zardzewiała stara dwulufowa strzelba, świetna do rzezi z bliskiej odległości.\n\nMa rzadką właściwość [FAFF63] «Nie do zabicia»[-]\nTa broń jest prawie niezniszczalna, gdy jest używana.\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj na części strzelby."
gunShotgunT1DoubleBarrelRareFasthands,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Fast hands[-],[FAFF63]Rzadka[-] Strzelba dwulufowa [DECEA3]-Szybkie ręce[-]
gunShotgunT1DoubleBarrelRareFasthandsDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Zardzewiała stara dwulufowa strzelba, świetna do rzezi z bliskiej odległości.\n\nMa rzadką właściwość [FAFF63] «Szybkie ręce»[-]\nPrędkość przeładowania zwiększona o [DECEA3]2[-] razy\n\nNaprawa za pomocą zestawu naprawczego.\nZłom na części strzelby."
gunShotgunT2PumpShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Crusher[-],[FAFF63]Rzadka[-] Strzelba z pompką [DECEA3]- Crusher[-]
gunShotgunT2PumpShotgunRareCrusherDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,Strzelba długolufowa z pompką.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj na części strzelby.
gunShotgunT2PumpShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Experienced[-],[FAFF63]Rzadka[-] Strzelba z pompką [DECEA3]-Doświadczony[-]
gunShotgunT2PumpShotgunRareExperiencedDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,Strzelba długolufowa z pompką.\n\nPosiada rzadką właściwość [FAFF63] «Doświadczony»[-]\nDoświadczenie zdobywane za zabójstwa tą bronią zostało zwiększone o [DECEA3]15%[-].\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj na części strzelby.
gunShotgunT2PumpShotgunRareUniversal,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Universal[-],[FAFF63]Rzadka[-] strzelba z pompką [DECEA3]-uniwersalna[-]
gunShotgunT2PumpShotgunRareUniversalDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications has been increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,Strzelba długolufowa z pompką.\n\nMa rzadką właściwość [FAFF63] «Uniwersalny»[-]\nZwiększono liczbę zainstalowanych modyfikacji.\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj na części strzelby.
gunShotgunT3AutoShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Crusher[-],[FAFF63]Rzadka[-] Strzelba automatyczna [DECEA3]- Crusher[-]
gunShotgunT3AutoShotgunRareCrusherDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,"Ta półautomatyczna strzelba to rzadka i niszczycielska broń krótkiego zasięgu, zdolna do robienia mielonego mięsa ze wszystkiego, co stanie jej na drodze.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą zestawu naprawczego.\nZłom na części strzelby."
gunShotgunT3AutoShotgunRareUnkillable,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Unkillable[-],[FAFF63]Rzadka[-] Strzelba automatyczna [DECEA3]- Nie do zabicia[-]
gunShotgunT3AutoShotgunRareUnkillableDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,"Ta półautomatyczna strzelba to rzadka i niszczycielska broń krótkiego zasięgu, zdolna do zrobienia mielonego mięsa ze wszystkiego, co stanie jej na drodze.\n\nMa rzadką właściwość [FAFF63] «Niemożliwy do zabicia»[-]\nTa broń jest prawie niezniszczalna, gdy jest używana.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części strzelby."
gunShotgunT3AutoShotgunRareSnowstorm,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Snowstorm[-],[FAFF63]Rzadka[-] Strzelba automatyczna [DECEA3]- Burza śnieżna[-]
gunShotgunT3AutoShotgunRareSnowstormDesc,items,Gun,,"This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Snowstorm»[-]\nWhen hitting enemies, significantly reduces their mobility. The effect weakens over time.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Ta półautomatyczna strzelba to rzadka i niszczycielska broń krótkiego zasięgu, zdolna do zrobienia mielonego mięsa ze wszystkiego, co stanie jej na drodze.\n\nPosiada rzadką właściwość [FAFF63] «Burza śnieżna»[-]\nTrafiając wrogów, znacznie zmniejsza ich mobilność. Efekt słabnie z biegiem czasu.\n\nNapraw za pomocą zestawu naprawczego.\nZłóż części strzelby."
gunShotgunT3AutoShotgunRareUniversal,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Universal[-],[FAFF63]Rzadka[-] strzelba automatyczna [DECEA3]-uniwersalna[-]
gunShotgunT3AutoShotgunRareUniversalDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the rate of fire have been increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,"Ta półautomatyczna strzelba to rzadka i niszczycielska broń krótkiego zasięgu, zdolna do zrobienia mielonego mięsa ze wszystkiego, co stanie jej na drodze.\n\nMa rzadką właściwość [FAFF63] «Uniwersalny»[-]\nZwiększono liczbę zainstalowanych modyfikacji i szybkostrzelność.\n\nNaprawa za pomocą zestawu naprawczego.\nZłóż części do strzelby."
gunMGT0PipeMachineGunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Crusher[-],[FAFF63]Rzadki[-] Pistolet maszynowy do rur [DECEA3]- Kruszarka[-]
gunMGT0PipeMachineGunRareCrusherDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"Domowa broń automatyczna strzelająca amunicją 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo."
gunMGT0PipeMachineGunRareUniversal,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Universal[-],[FAFF63]Rzadki[-] Pistolet maszynowy rurowy [DECEA3]-Uniwersalny[-]
gunMGT0PipeMachineGunRareUniversalDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications has been increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"Domowa broń automatyczna strzelająca amunicją 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Uniwersalny»[-]\nZwiększono liczbę zainstalowanych modyfikacji.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo."
gunMGT0PipeMachineGunRareUnkillable,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Unkillable[-],[FAFF63]Rzadki[-] Karabin maszynowy rurowy [DECEA3]- Nie do zabicia[-]
gunMGT0PipeMachineGunRareUnkillableDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"Domowa broń automatyczna strzelająca amunicją 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Nie da się zabić»[-]\nTa broń jest prawie niezniszczalna, gdy jest używana.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo."
gunMGT1AK47RareCrusher,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Crusher[-],[FAFF63]Rzadki[-] Karabin maszynowy AK-47 [DECEA3]- Kruszarka[-]
gunMGT1AK47RareCrusherDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Ten niezły karabin maszynowy AK-47 wykorzystuje amunicję 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą zestawu naprawczego.\nZłomuj na części karabinu maszynowego."
