Key,Source,Context,Changes,English,Russian,Schinese
RareSamples10Desc,Quest,Quest Info,,"[FFB800]Chapter 10. Big threat[-]\n\n«You are simply a hero. How you managed to survive after all this, for me personally, remains a mystery. In any case, your merits are undeniable and very soon we will be able to secure the Quarantine Zone as much as possible. Of course, clearing the entire zone requires a lot of time and effort. But now there is one last task for you. We are hearing rumors about the appearance of huge creatures - Carriers. Kill one of them and we will be able to understand a lot about what is happening with the virus now.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 10. Большая угроза[-]\n\nТы просто герой. Как тебе удалось выжить после всего этого, лично для меня, остается загадкой. В любом случае, твои заслуги неоспоримы, и совсем скоро мы сможем максимально обезопасить Зону карантина. Разумеется, очистка всей Зоны требует много времени и сил. Но сейчас есть последнее задание для тебя. До нас доходят слухи о появлении огромных тварей - Носителей. Убей одну из них, и мы сможем много понять о том, что сейчас происходит с вирусом. [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第10章：大威胁[-]\n\n«你简直就是一个英雄。对我个人来说，在这一切之后你是如何幸存下来的仍然是一个谜。无论如何，你的功绩是不可否认的，很快我们就能尽可能地确保隔离区的安全。当然，清理整个区域需要大量的时间和精力。但现在你还有最后一项任务。我们听到关于巨型生物——母体出现的传言。杀死其中一个，我们就能更多地了解病毒现在的情况。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
questRewardPistolBundleT1,items,Item,,Pistol Bundle,Комплект: Пистолет,手枪包
questRewardPistolBundleT1Desc,items,Item,,A Pistol and some 9 mm ammo,Пистолет и патроны 9 mm.,一把手枪和一些 9 毫米弹药
questRewardShotgunBundleT1,items,Item,,Double Barrel Shotgun Bundle,Комплект: Двухстволка,双管猎枪套装
questRewardShotgunBundleT1Desc,items,Item,,A Double Barrel Shotgun and some shells,Двухстволка и патроны.,一把双管霰弹枪和一些炮弹
questRewardRifleBundletT1,items,Item,,Hunting Rifle Bundle,Комплект: Охотничье ружье,狩猎步枪套装
questRewardRifleBundletT1Desc,items,Item,,A Hunting Rifle and some 7.62 mm ammo,Охотничье ружье и патроны 7.62 mm.,一把猎枪和一些 7.62 毫米弹药
questRewardMachineGunBundleT1,items,Item,,AK-47 Bundle,Комплект: AK-47,AK-47礼包
questRewardMachineGunBundleT1Desc,items,Item,,An AK-47 and some 7.62 mm ammo,AK-47 и патроны 7.62 mm.,一支 AK-47 和一些 7.62 毫米弹药
questRewardPistolBundleT2,items,Item,,Magnum Bundle,Комплект: Магнум,马格南手枪礼包
questRewardPistolBundleT2Desc,items,Item,,A Magnum and some .44 mm ammo,Магнум и патроны .44 mm.,一把马格南手枪和一些.44口径弹药
questRewardShotgunBundleT2,items,Item,,Pump Shotgun Bundle,Комплект: Помповый дробовик,泵动霰弹枪礼包
questRewardShotgunBundleT2Desc,items,Item,,A Pump Shotgun and some shells,Помповый дробовик и патроны.,泵动霰弹枪和一些炮弹
questRewardRifleBundletT2,items,Item,,Lever Action Rifle Bundle,Комплект: Винтовка рычажного действия,杠杆式步枪套装
questRewardRifleBundletT2Desc,items,Item,,A Lever Action Rifle and some 7.62 mm ammo,Винтовка рычажного действия и патроны 7.62 mm.,一把杠杆式步枪和一些 7.62 毫米弹药
questRewardMachineGunBundleT2,items,Item,,Tactical Assault Rifle Bundle,Комплект: Тактическая штурмовая винтовка,战术突击步枪套装
questRewardMachineGunBundleT2Desc,items,Item,,A Tactical Assault Rifle and some 7.62 mm ammo,Тактическая штурмовая винтовка и патроны 7.62 mm.,一支战术突击步枪和一些 7.62 毫米弹药
